year,school_name,street_addr,county,city,zip,district_name,designation,title_i,total_num_concentrators,num_creds_earned,num_cte_enroll,num_stu_enroll,pct_stu_enroll,Funding_2018,Funding_2019,Funding_2020,Funding_2021,Funding_2022,Funding_2023
2019,Graham Middle,311 E Pine Street,Alamance,Graham,27253,Alamance-Burlington Schools,Public,Yes,NA,NA,318,715,0.4448,421527.5,397828.5,391749.5,538423.5,842514.5,672243
2019,Grove Park Elementary,141 Trail One,Alamance,Burlington,27215,Alamance-Burlington Schools,Public,Yes,NA,NA,NA,NA,NA,421527.5,397828.5,391749.5,538423.5,842514.5,672243
2019,Hawfields Middle,1951 S NC 119,Alamance,Mebane,27302,Alamance-Burlington Schools,Public,No,NA,NA,378,683,0.5534,421527.5,397828.5,391749.5,538423.5,842514.5,672243
2019,Harvey R Newlin Elementary,316 Carden Street,Alamance,Burlington,27215,Alamance-Burlington Schools,Public,Yes,NA,NA,NA,NA,NA,421527.5,397828.5,391749.5,538423.5,842514.5,672243
2019,Haw River Elementary,701 E Main Street,Alamance,Haw River,27258,Alamance-Burlington Schools,Public,Yes,NA,NA,NA,NA,NA,421527.5,397828.5,391749.5,538423.5,842514.5,672243
2019,Hillcrest Elementary,1714 W Davis Street,Alamance,Burlington,27215,Alamance-Burlington Schools,Public,Yes,NA,NA,NA,NA,NA,421527.5,397828.5,391749.5,538423.5,842514.5,672243
2019,Hugh M Cummings High,2200 N Mebane Street,Alamance,Burlington,27217,Alamance-Burlington Schools,Public,No,145,314,722,976,0.7398,421527.5,397828.5,391749.5,538423.5,842514.5,672243
2019,Marvin B Smith Elementary,2235 Delaney Drive,Alamance,Burlington,27215,Alamance-Burlington Schools,Public,No,NA,NA,NA,NA,NA,421527.5,397828.5,391749.5,538423.5,842514.5,672243
2019,North Graham Elementary,1025 Trollinger Road,Alamance,Graham,27253,Alamance-Burlington Schools,Public,Yes,NA,NA,NA,NA,NA,421527.5,397828.5,391749.5,538423.5,842514.5,672243
2019,Pleasant Grove Elementary,2847 Pleasant Grv Sch Road,Alamance,Burlington,27217,Alamance-Burlington Schools,Public,Yes,NA,NA,NA,NA,NA,421527.5,397828.5,391749.5,538423.5,842514.5,672243
2019,R Homer Andrews Elementary,2630 Buckingham Road,Alamance,Burlington,27217,Alamance-Burlington Schools,Public,Yes,NA,NA,NA,NA,NA,421527.5,397828.5,391749.5,538423.5,842514.5,672243
2019,Ray Street Academy,609 Ray Street,Alamance,Graham,27253,Alamance-Burlington Schools,Public,No,1,NA,56,114,0.49119999999999997,421527.5,397828.5,391749.5,538423.5,842514.5,672243
2019,South Graham Elementary,320 Ivey Road,Alamance,Graham,27253,Alamance-Burlington Schools,Public,Yes,NA,NA,NA,NA,NA,421527.5,397828.5,391749.5,538423.5,842514.5,672243
2019,South Mebane Elementary,600 S 3rd Street,Alamance,Mebane,27302,Alamance-Burlington Schools,Public,No,NA,NA,NA,NA,NA,421527.5,397828.5,391749.5,538423.5,842514.5,672243
2019,Southern Alamance High,631 Southern High Road,Alamance,Graham,27253,Alamance-Burlington Schools,Public,No,240,1912,1090,1416,0.7698,421527.5,397828.5,391749.5,538423.5,842514.5,672243
2019,Southern Alamance Middle,771 Southern High Road,Alamance,Graham,27253,Alamance-Burlington Schools,Public,No,NA,NA,417,708,0.589,421527.5,397828.5,391749.5,538423.5,842514.5,672243
2019,Sylvan Elementary,7718 Sylvan Road,Alamance,Snow Camp,27349,Alamance-Burlington Schools,Public,Yes,NA,NA,NA,NA,NA,421527.5,397828.5,391749.5,538423.5,842514.5,672243
2019,Turrentine Middle,1710 Edgewood Avenue,Alamance,Burlington,27215,Alamance-Burlington Schools,Public,Yes,NA,NA,408,936,0.4359,421527.5,397828.5,391749.5,538423.5,842514.5,672243
2019,Walter M Williams High,1307 S Church Street,Alamance,Burlington,27215,Alamance-Burlington Schools,Public,No,268,365,936,1187,0.7885,421527.5,397828.5,391749.5,538423.5,842514.5,672243
2019,Western Alamance High,1731 N NC 87,Alamance,Elon,27244,Alamance-Burlington Schools,Public,No,137,887,778,1114,0.6984,421527.5,397828.5,391749.5,538423.5,842514.5,672243
2019,Western Alamance Middle,2100 Eldon Drive,Alamance,Elon,27244,Alamance-Burlington Schools,Public,No,NA,NA,413,840,0.4917,421527.5,397828.5,391749.5,538423.5,842514.5,672243
2019,Woodlawn Middle,3970 Mebane Rogers Road,Alamance,Mebane,27302,Alamance-Burlington Schools,Public,No,NA,NA,378,592,0.6385000000000001,421527.5,397828.5,391749.5,538423.5,842514.5,672243
2019,Alamance-Burlington Schools,1712 Vaughn Road,Alamance,Burlington,27217,NA,Public,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,River Mill Academy,235 Cheeks Lane,Alamance,Graham,27253,Charter Schools,Charter,No,NA,NA,29,389,0.0746,NA,NA,NA,NA,NA,NA
2019,Clover Garden,2454 Altamahaw Union Ridge Roa,Alamance,Burlington,27217,Charter Schools,Charter,Yes,NA,NA,49,338,0.145,NA,NA,NA,NA,NA,NA
2019,The Hawbridge School,1735 Saxapahaw Bethlehem Churc,Alamance,Saxapahaw,27340,Charter Schools,Charter,No,NA,NA,4,270,0.0148,NA,NA,NA,NA,NA,NA
2019,Alexander Central High,223 School Drive,Alexander,Taylorsville,28681,Alexander County Schools,Public,No,260,1000,908,1165,0.7794,149180,121203.5,107497.5,166789,215095.5,147755.5
2019,Alexander Early College,230 Industrial Blvd,Alexander,Taylorsville,28681,Alexander County Schools,Public,No,NA,NA,NA,NA,NA,149180,121203.5,107497.5,166789,215095.5,147755.5
2019,Bethlehem Elementary,7900 NC Hwy 127,Alexander,Taylorsville,28681,Alexander County Schools,Public,Yes,NA,NA,NA,NA,NA,149180,121203.5,107497.5,166789,215095.5,147755.5
2019,East Alexander Middle,1285 White Plains Road,Alexander,Hiddenite,28636,Alexander County Schools,Public,No,NA,NA,492,610,0.8066,149180,121203.5,107497.5,166789,215095.5,147755.5
2019,Ellendale Elementary,175 Ellendale Park Lane,Alexander,Taylorsville,28681,Alexander County Schools,Public,Yes,NA,NA,NA,NA,NA,149180,121203.5,107497.5,166789,215095.5,147755.5
2019,Hiddenite Elementary,374 Sulphur Springs Road,Alexander,Hiddenite,28636,Alexander County Schools,Public,Yes,NA,NA,NA,NA,NA,149180,121203.5,107497.5,166789,215095.5,147755.5
2019,Stony Point Elementary,311 Stony Point School Road,Alexander,Stony Point,28678,Alexander County Schools,Public,Yes,NA,NA,NA,NA,NA,149180,121203.5,107497.5,166789,215095.5,147755.5
2019,Sugar Loaf Elementary,3600 NC Hwy 16N,Alexander,Taylorsville,28681,Alexander County Schools,Public,Yes,NA,NA,NA,NA,NA,149180,121203.5,107497.5,166789,215095.5,147755.5
2019,Taylorsville Elementary,100 7th Street SW,Alexander,Taylorsville,28681,Alexander County Schools,Public,Yes,NA,NA,NA,NA,NA,149180,121203.5,107497.5,166789,215095.5,147755.5
2019,West Alexander Middle,85 Bulldog Lane,Alexander,Taylorsville,28681,Alexander County Schools,Public,No,NA,NA,461,572,0.8059000000000001,149180,121203.5,107497.5,166789,215095.5,147755.5
2019,Wittenburg Elementary,7300 Church Road,Alexander,Taylorsville,28681,Alexander County Schools,Public,Yes,NA,NA,NA,NA,NA,149180,121203.5,107497.5,166789,215095.5,147755.5
2019,Alexander County Schools,700 Liledoun Road,Alexander,Taylorsville,28681,NA,Public,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Alleghany High,404 Trojan Avenue,Alleghany,Sparta,28675,Alleghany County Schools,Public,No,159,792,380,417,0.9113,35730,28089.5,40179.5,50513,55621,46568.5
2019,Glade Creek Elementary,32 Glade Creek Sch Road,Alleghany,Ennice,28623,Alleghany County Schools,Public,Yes,NA,NA,68,68,1,35730,28089.5,40179.5,50513,55621,46568.5
2019,Piney Creek Elementary,559 Piney Creek Sch Road,Alleghany,Piney Creek,28663,Alleghany County Schools,Public,Yes,NA,NA,62,62,1,35730,28089.5,40179.5,50513,55621,46568.5
2019,Sparta Elementary,450 N Main Street,Alleghany,Sparta,28675,Alleghany County Schools,Public,Yes,NA,NA,161,185,0.8703,35730,28089.5,40179.5,50513,55621,46568.5
2019,Alleghany County Schools,85 Peachtree Street,Alleghany,Sparta,28675,NA,Public,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Anson Co. Early College High,177 Ledbetter Street,Anson,Polkton,28135,Anson County Schools,Public,No,5,4,82,230,0.3565,154608,138870.5,103299.5,128509.5,206917,138590
2019,Anson Academy,118 N. Ashe Street,Anson,Wadesboro,28170,NA,Public,No,1,NA,9,42,0.2143,NA,NA,NA,NA,NA,NA
2019,Anson High School,96 Anson High School Road,Anson,Wadesboro,28170,Anson County Schools,Public,No,179,978,638,712,0.8961,154608,138870.5,103299.5,128509.5,206917,138590
2019,Ansonville Elementary,9104 Hwy 52 N,Anson,Ansonville,28007,Anson County Schools,Public,Yes,NA,NA,NA,NA,NA,154608,138870.5,103299.5,128509.5,206917,138590
2019,Anson Middle,832 US Hwy 52 N,Anson,Wadesboro,28170,Anson County Schools,Public,No,NA,NA,669,684,0.9781,154608,138870.5,103299.5,128509.5,206917,138590
2019,Wadesboro Primary,1542 Hwy 52 S,Anson,Wadesboro,28170,Anson County Schools,Public,Yes,NA,NA,NA,NA,NA,154608,138870.5,103299.5,128509.5,206917,138590
2019,Lilesville Elementary,121 Camden Street,Anson,Lilesville,28091,Anson County Schools,Public,Yes,NA,NA,NA,NA,NA,154608,138870.5,103299.5,128509.5,206917,138590
2019,Morven Elementary,6715 Hwy 52 S,Anson,Morven,28119,Anson County Schools,Public,Yes,NA,NA,NA,NA,NA,154608,138870.5,103299.5,128509.5,206917,138590
2019,Peachland-Polkton Elem,9633 Hwy 74 W,Anson,Peachland,28133,Anson County Schools,Public,Yes,NA,NA,NA,NA,NA,154608,138870.5,103299.5,128509.5,206917,138590
2019,Wadesboro Elementary,321 Camden Road,Anson,Wadesboro,28710,Anson County Schools,Public,Yes,NA,NA,NA,NA,NA,154608,138870.5,103299.5,128509.5,206917,138590
2019,Anson County Schools,320 Camden Road,Anson,Wadesboro,28170,NA,Public,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Pine Lake Preparatory,104 Yellow Wood Circle,Iredell,Mooresville,28115,NA,Charter,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Ashe County High,184 Campus Drive,Ashe,West Jefferson,28694,Ashe County Schools,Public,No,126,977,603,862,0.6995,140263.5,160801.5,216271,249312.5,215672,135765
2019,Ashe County Early College High,363 Campus Dr,Ashe,West Jefferson,28694,Ashe County Schools,Public,No,NA,NA,60,60,1,140263.5,160801.5,216271,249312.5,215672,135765
2019,Ashe County Middle,255 Northwest Lane,Ashe,Warrensville,28693,Ashe County Schools,Public,No,NA,NA,362,479,0.7556999999999999,140263.5,160801.5,216271,249312.5,215672,135765
2019,Blue Ridge Elementary,5778 NC Hwy 88 W,Ashe,Warrensville,28693,Ashe County Schools,Public,Yes,NA,NA,NA,NA,NA,140263.5,160801.5,216271,249312.5,215672,135765
2019,Mountain View Elementary,2789 Hwy 221 N,Ashe,Jefferson,28640,Ashe County Schools,Public,Yes,NA,NA,NA,NA,NA,140263.5,160801.5,216271,249312.5,215672,135765
2019,Westwood Elementary,4083 US Hwy 221S,Ashe,West Jefferson,28694,Ashe County Schools,Public,Yes,NA,NA,NA,NA,NA,140263.5,160801.5,216271,249312.5,215672,135765
2019,Ashe County Schools,320 South Street,Ashe,Jefferson,28640,NA,Public,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Avery County High,401 Avery County High School R,Avery,Newland,28657,Avery County Schools,Public,No,58,176,336,429,0.7831999999999999,85893.5,90965,97985,146949.5,173071,139360.5
2019,Banner Elk Elementary,155 Orchard Lane,Avery,Banner Elk,28604,Avery County Schools,Public,Yes,NA,NA,NA,NA,NA,85893.5,90965,97985,146949.5,173071,139360.5
2019,Cranberry Middle,6230 North US Highway 19E,Avery,Elk Park,28622,Avery County Schools,Public,Yes,NA,NA,144,191,0.7539,85893.5,90965,97985,146949.5,173071,139360.5
2019,Crossnore Elementary,1000 Walt Clark Road,Avery,Crossnore,28616,Avery County Schools,Public,Yes,NA,NA,NA,NA,NA,85893.5,90965,97985,146949.5,173071,139360.5
2019,Avery Middle,102 Old Montezuma Road,Avery,Newland,28657,Avery County Schools,Public,Yes,NA,NA,222,269,0.8253,85893.5,90965,97985,146949.5,173071,139360.5
2019,Freedom Trail Elementary,6110 North US Hwy 19E,Avery,Elk Park,28622,Avery County Schools,Public,Yes,NA,NA,NA,NA,NA,85893.5,90965,97985,146949.5,173071,139360.5
2019,Newland Elementary,750 Linville Street,Avery,Newland,28657,Avery County Schools,Public,Yes,NA,NA,NA,NA,NA,85893.5,90965,97985,146949.5,173071,139360.5
2019,Riverside Elementary,8020 US 19E Hwy South,Avery,Newland,28657,Avery County Schools,Public,Yes,NA,NA,NA,NA,NA,85893.5,90965,97985,146949.5,173071,139360.5
2019,Blue Ridge Academy,76 Old Montezuma Rd,Avery,Newland,28657,NA,Public,No,3,NA,12,27,0.44439999999999996,NA,NA,NA,NA,NA,NA
2019,Avery High STEM Academy,401 Avery County High School R,Avery,Newland,28657,NA,Public,No,24,23,63,86,0.7326,NA,NA,NA,NA,NA,NA
2019,Avery High Viking Academy,401 Avery County High School R,Avery,Newland,28657,NA,Public,No,NA,NA,38,51,0.7451000000000001,NA,NA,NA,NA,NA,NA
2019,Avery County Schools,775 Cranberry Street,Avery,Newland,28657,NA,Public,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Grandfather Academy,64 Grandfather Home Drive,Avery,Banner Elk,28604,NA,Charter,Yes,NA,NA,1,38,0.0263,NA,NA,NA,NA,NA,NA
2019,Marjorie Williams Academy,129 Allen Circle,Avery,Crossnore,28616,Charter Schools,Charter,Yes,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Eastern Elementary,947 Hudnell Street,Beaufort,Washington,27889,Beaufort County Schools,Public,Yes,NA,NA,NA,NA,NA,109521,144478.5,220394,219593,192568.5,156922.5
2019,Bath Elementary,110 S King Street,Beaufort,Bath,27808,Beaufort County Schools,Public,Yes,NA,NA,186,197,0.9442,109521,144478.5,220394,219593,192568.5,156922.5
2019,B C Ed Tech Center,5700 NC Highway 33 East,Beaufort,Washington,27817,Beaufort County Schools,Public,No,11,NA,33,101,0.3267,109521,144478.5,220394,219593,192568.5,156922.5
2019,Beaufort Co Early College High,5337 Hwy 264 East,Beaufort,Washington,27889,Beaufort County Schools,Public,No,9,10,70,266,0.2632,109521,144478.5,220394,219593,192568.5,156922.5
2019,Chocowinity Middle,3831 US HWY 17 S,Beaufort,Chocowinity,27817,Beaufort County Schools,Public,Yes,NA,NA,264,332,0.7951999999999999,109521,144478.5,220394,219593,192568.5,156922.5
2019,Chocowinity Primary,606 Gray Road,Beaufort,Chocowinity,27817,Beaufort County Schools,Public,Yes,NA,NA,NA,NA,NA,109521,144478.5,220394,219593,192568.5,156922.5
2019,John C Tayloe Elementary,910 Tarboro Street,Beaufort,Washington,27889,Beaufort County Schools,Public,Yes,NA,NA,NA,NA,NA,109521,144478.5,220394,219593,192568.5,156922.5
2019,John Small Elementary,4103 North Market Street Ext,Beaufort,Washington,27889,Beaufort County Schools,Public,Yes,NA,NA,NA,NA,NA,109521,144478.5,220394,219593,192568.5,156922.5
2019,Northeast Elementary,21000 US Hwy 264 East,Beaufort,Pinetown,27865,Beaufort County Schools,Public,Yes,NA,NA,156,159,0.9811,109521,144478.5,220394,219593,192568.5,156922.5
2019,Northside High,7868 Free Union Church Road,Beaufort,Pinetown,27865,Beaufort County Schools,Public,No,52,506,320,402,0.7959999999999999,109521,144478.5,220394,219593,192568.5,156922.5
2019,P S Jones Middle,4105 N Market Street Ext,Beaufort,Washington,27889,Beaufort County Schools,Public,No,NA,NA,678,784,0.8648,109521,144478.5,220394,219593,192568.5,156922.5
2019,Southside High,5700 Hwy 33 East,Beaufort,Chocowinity,27817,Beaufort County Schools,Public,No,82,1090,332,415,0.8,109521,144478.5,220394,219593,192568.5,156922.5
2019,S W Snowden Elementary,693 North 7th Street,Beaufort,Aurora,27806,Beaufort County Schools,Public,Yes,NA,NA,NA,NA,NA,109521,144478.5,220394,219593,192568.5,156922.5
2019,Washington High,400 Slatestone Road,Beaufort,Washington,27889,Beaufort County Schools,Public,No,112,626,639,893,0.7156,109521,144478.5,220394,219593,192568.5,156922.5
2019,Beaufort County Schools,321 Smaw Road,Beaufort,Washington,27889,NA,Public,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Washington Montessori,2330 Old Bath Hwy,Beaufort,Washington,27889,Charter Schools,Charter,No,NA,NA,1,180,0.005600000000000001,NA,NA,NA,NA,NA,NA
2019,Bertie Early College High,819 Governors Road,Bertie,Windsor,27983,Bertie County Schools,Public,Yes,8,21,88,170,0.5176,153453,137894.5,177759.5,242786.5,191933.5,88387
2019,Bertie High,716 US Hwy 13 North,Bertie,Windsor,27983,Bertie County Schools,Public,Yes,82,144,400,510,0.7843000000000001,153453,137894.5,177759.5,242786.5,191933.5,88387
2019,Bertie Middle,652 US Hwy 13 North,Bertie,Windsor,27983,Bertie County Schools,Public,Yes,NA,NA,413,479,0.8622,153453,137894.5,177759.5,242786.5,191933.5,88387
2019,Aulander Elementary,2515 NC Highway 305 North,Bertie,Aulander,27805,Bertie County Schools,Public,Yes,NA,NA,NA,NA,NA,153453,137894.5,177759.5,242786.5,191933.5,88387
2019,West Bertie Elementary,3734 Governors Road,Bertie,Kelford,27847,Bertie County Schools,Public,Yes,NA,NA,NA,NA,NA,153453,137894.5,177759.5,242786.5,191933.5,88387
2019,Colerain Elementary,202 N Academy Street,Bertie,Colerain,27924,Bertie County Schools,Public,Yes,NA,NA,NA,NA,NA,153453,137894.5,177759.5,242786.5,191933.5,88387
2019,Windsor Elementary,104 Cooper Hill Road,Bertie,Windsor,27983,Bertie County Schools,Public,Yes,NA,NA,NA,NA,NA,153453,137894.5,177759.5,242786.5,191933.5,88387
2019,Bertie County Schools,715 US Highway 13 North,Bertie,Windsor,27983,NA,Public,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Three Rivers Academy,503 East Main Street,Bertie,Powellsville,27967,NA,Charter,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Bladenboro Middle,910 South Main Street,Bladen,Bladenboro,28320,Bladen County Schools,Public,Yes,NA,NA,207,235,0.8809,69243.5,70699.5,105777.5,259186,325040,174457.5
2019,Bladenboro Primary,312 Old Whiteville Road,Bladen,Bladenboro,28320,Bladen County Schools,Public,Yes,NA,NA,NA,NA,NA,69243.5,70699.5,105777.5,259186,325040,174457.5
2019,Bladen Lakes Primary,9554 Johnsontown Road,Bladen,Elizabethtown,28337,Bladen County Schools,Public,Yes,NA,NA,NA,NA,NA,69243.5,70699.5,105777.5,259186,325040,174457.5
2019,Clarkton School of Discovery,10000 North College Street,Bladen,Clarkton,28433,Bladen County Schools,Public,Yes,NA,NA,207,211,0.981,69243.5,70699.5,105777.5,259186,325040,174457.5
2019,Dublin Primary,7048 Albert Street,Bladen,Dublin,28332,Bladen County Schools,Public,Yes,NA,NA,NA,NA,NA,69243.5,70699.5,105777.5,259186,325040,174457.5
2019,East Arcadia Elementary,21451 NC Hwy 87 East,Bladen,Riegelwood,28456,Bladen County Schools,Public,Yes,NA,NA,NA,NA,NA,69243.5,70699.5,105777.5,259186,325040,174457.5
2019,East Bladen High,5600 NC Hwy 87 East,Bladen,Elizabethtown,28337,Bladen County Schools,Public,No,163,1325,505,638,0.7915000000000001,69243.5,70699.5,105777.5,259186,325040,174457.5
2019,Elizabethtown Middle,1496 Hwy 701 South,Bladen,Elizabethtown,28337,Bladen County Schools,Public,Yes,NA,NA,293,324,0.9043000000000001,69243.5,70699.5,105777.5,259186,325040,174457.5
2019,Elizabethtown Primary,301 Mercer Road,Bladen,Elizabethtown,28337,Bladen County Schools,Public,Yes,NA,NA,NA,NA,NA,69243.5,70699.5,105777.5,259186,325040,174457.5
2019,Plain View Primary,1963 Chicken Foot Road,Bladen,Tar Heel,28392,Bladen County Schools,Public,Yes,NA,NA,NA,NA,NA,69243.5,70699.5,105777.5,259186,325040,174457.5
2019,Tar Heel Middle,14888 Hwy 87 West,Bladen,Tar Heel,28392,Bladen County Schools,Public,Yes,NA,NA,259,261,0.9923000000000001,69243.5,70699.5,105777.5,259186,325040,174457.5
2019,West Bladen High,1600 NC Hwy 410,Bladen,Bladenboro,28320,Bladen County Schools,Public,No,259,1439,606,665,0.9113,69243.5,70699.5,105777.5,259186,325040,174457.5
2019,Bladen Early College,7418 NC Highway 41 West,Bladen,Dublin,28332,Bladen County Schools,Public,No,NA,NA,2,47,0.0426,69243.5,70699.5,105777.5,259186,325040,174457.5
2019,Bladen County Schools,1489 US Hwy 701 South,Bladen,Elizabethtown,28337,NA,Public,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Sterling Montessori Academy,202 Treybrooke Drive,Wake,Morrisville,27560,NA,Charter,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Paul R Brown Leadership Academy,1360 Martin L King Jr Dr,Bladen,Elizabethtown,28337,Charter Schools,Charter,Yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Emereau: Bladen,995 Airport Rd,Bladen,Elizabethtown,28337,Charter Schools,Charter,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Belville Elementary,575 River Road,Brunswick,Leland,28451,Brunswick County Schools,Public,Yes,NA,NA,NA,NA,NA,443169.5,512358.5,502597,550183.5,702243,643881
2019,Bolivia Elementary,4036 Business Hwy 17-E,Brunswick,Bolivia,28422,Brunswick County Schools,Public,Yes,NA,NA,NA,NA,NA,443169.5,512358.5,502597,550183.5,702243,643881
2019,Brunswick County Early College,50 College Road NE,Brunswick,Bolivia,28422,Brunswick County Schools,Public,No,NA,NA,63,380,0.16579999999999998,443169.5,512358.5,502597,550183.5,702243,643881
2019,The COAST,1109 Old Ocean Highway,Brunswick,Bolivia,28422,Brunswick County Schools,Public,No,2,136,72,99,0.7273000000000001,443169.5,512358.5,502597,550183.5,702243,643881
2019,Cedar Grove Middle,750 Grove Trail SW,Brunswick,Supply,28462,Brunswick County Schools,Public,Yes,NA,NA,434,513,0.846,443169.5,512358.5,502597,550183.5,702243,643881
2019,Jessie Mae Monroe Elementary,250 Pea Landing Road NW,Brunswick,Ash,28420,Brunswick County Schools,Public,Yes,NA,NA,NA,NA,NA,443169.5,512358.5,502597,550183.5,702243,643881
2019,Leland Middle,927 Old Fayetteville Road NE,Brunswick,Leland,28451,Brunswick County Schools,Public,Yes,NA,NA,626,963,0.6501,443169.5,512358.5,502597,550183.5,702243,643881
2019,Lincoln Elementary,1664 Lincoln Road,Brunswick,Leland,28451,Brunswick County Schools,Public,Yes,NA,NA,NA,NA,NA,443169.5,512358.5,502597,550183.5,702243,643881
2019,North Brunswick High,114 Scorpion Drive,Brunswick,Leland,28451,Brunswick County Schools,Public,No,103,660,755,1093,0.6908,443169.5,512358.5,502597,550183.5,702243,643881
2019,Shallotte Middle,225 Village Road,Brunswick,Shallotte,28459,Brunswick County Schools,Public,Yes,NA,NA,396,647,0.6121,443169.5,512358.5,502597,550183.5,702243,643881
2019,South Brunswick High,280 Cougar Drive BSL,Brunswick,Southport,28461,Brunswick County Schools,Public,No,158,745,690,1049,0.6578,443169.5,512358.5,502597,550183.5,702243,643881
2019,South Brunswick Middle,100 Cougar Drive BSL,Brunswick,Southport,28461,Brunswick County Schools,Public,Yes,NA,NA,632,754,0.8382,443169.5,512358.5,502597,550183.5,702243,643881
2019,Southport Elementary,701 West 9th Street,Brunswick,Southport,28461,Brunswick County Schools,Public,Yes,NA,NA,NA,NA,NA,443169.5,512358.5,502597,550183.5,702243,643881
2019,Supply Elementary,51 Benton Road SE,Brunswick,Supply,28462,Brunswick County Schools,Public,Yes,NA,NA,NA,NA,NA,443169.5,512358.5,502597,550183.5,702243,643881
2019,Town Creek Elementary,6330 Lake Park Dr SE,Brunswick,Winnabow,28479,Brunswick County Schools,Public,Yes,NA,NA,NA,NA,NA,443169.5,512358.5,502597,550183.5,702243,643881
