year,school_name,street_addr,county,city,zip,district_name,designation,title_i,total_num_concentrators,num_creds_earned,num_cte_enroll,num_stu_enroll,pct_stu_enroll,Funding_2018,Funding_2019,Funding_2020,Funding_2021,Funding_2022,Funding_2023
2018,Anson Middle,832 US Hwy 52 N,Anson,Wadesboro,28170,Anson County Schools,Public,No,NA,NA,613,624,0.9823999999999999,154608,138870.5,103299.5,128509.5,206917,138590
2018,Wadesboro Primary,1542 Hwy 52 S,Anson,Wadesboro,28170,Anson County Schools,Public,Yes,NA,NA,NA,NA,NA,154608,138870.5,103299.5,128509.5,206917,138590
2018,Lilesville Elementary,121 Camden Street,Anson,Lilesville,28091,Anson County Schools,Public,Yes,NA,NA,NA,NA,NA,154608,138870.5,103299.5,128509.5,206917,138590
2018,Morven Elementary,6715 Hwy 52 S,Anson,Morven,28119,Anson County Schools,Public,Yes,NA,NA,NA,NA,NA,154608,138870.5,103299.5,128509.5,206917,138590
2018,Peachland-Polkton Elem,9633 Hwy 74 W,Anson,Peachland,28133,Anson County Schools,Public,Yes,NA,NA,NA,NA,NA,154608,138870.5,103299.5,128509.5,206917,138590
2018,Wadesboro Elementary,321 Camden Road,Anson,Wadesboro,28710,Anson County Schools,Public,Yes,NA,NA,NA,NA,NA,154608,138870.5,103299.5,128509.5,206917,138590
2018,Anson County Schools,320 Camden Road,Anson,Wadesboro,28170,NA,Public,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Ashe County High,184 Campus Drive,Ashe,West Jefferson,28694,Ashe County Schools,Public,No,125,404,638,938,0.6801999999999999,140263.5,160801.5,216271,249312.5,215672,135765
2018,Ashe County Middle,255 Northwest Lane,Ashe,Warrensville,28693,Ashe County Schools,Public,No,NA,NA,291,440,0.6614,140263.5,160801.5,216271,249312.5,215672,135765
2018,Blue Ridge Elementary,5778 NC Hwy 88 W,Ashe,Warrensville,28693,Ashe County Schools,Public,Yes,NA,NA,NA,NA,NA,140263.5,160801.5,216271,249312.5,215672,135765
2018,"Mountain View Elementary, Jefferson",2789 Hwy 221 N,Ashe,Jefferson,28640,Ashe County Schools,Public,Yes,NA,NA,NA,NA,NA,140263.5,160801.5,216271,249312.5,215672,135765
2018,Westwood Elementary,4083 US Hwy 221S,Ashe,West Jefferson,28694,Ashe County Schools,Public,Yes,NA,NA,NA,NA,NA,140263.5,160801.5,216271,249312.5,215672,135765
2018,Ashe County Schools,320 South Street,Ashe,Jefferson,28640,NA,Public,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Avery County High,401 Avery County High School R,Avery,Newland,28657,Avery County Schools,Public,No,79,124,301,360,0.8361,85893.5,90965,97985,146949.5,173071,139360.5
2018,Banner Elk Elementary,155 Orchard Lane,Avery,Banner Elk,28604,Avery County Schools,Public,Yes,NA,NA,NA,NA,NA,85893.5,90965,97985,146949.5,173071,139360.5
2018,Cranberry Middle,6230 North Highway 19E,Avery,Elk Park,28622,Avery County Schools,Public,Yes,NA,NA,150,188,0.7979,85893.5,90965,97985,146949.5,173071,139360.5
2018,Crossnore Elementary,1000 Walt Clark Road,Avery,Crossnore,28616,Avery County Schools,Public,Yes,NA,NA,NA,NA,NA,85893.5,90965,97985,146949.5,173071,139360.5
2018,Avery Middle,102 Old Montezuma Road,Avery,Newland,28657,Avery County Schools,Public,Yes,NA,NA,235,283,0.8304,85893.5,90965,97985,146949.5,173071,139360.5
2018,Freedom Trail Elementary,6110 North US Hwy 19E,Avery,Elk Park,28622,Avery County Schools,Public,Yes,NA,NA,NA,NA,NA,85893.5,90965,97985,146949.5,173071,139360.5
2018,Newland Elementary,750 Linville Street,Avery,Newland,28657,Avery County Schools,Public,Yes,NA,NA,NA,NA,NA,85893.5,90965,97985,146949.5,173071,139360.5
2018,Riverside Elementary,8020 US 19E Hwy South,Avery,Newland,28657,Avery County Schools,Public,Yes,NA,NA,NA,NA,NA,85893.5,90965,97985,146949.5,173071,139360.5
2018,Blue Ridge Academy,76 Old Montezuma Rd,Avery,Newland,28657,NA,Public,No,3,NA,16,21,0.7619,NA,NA,NA,NA,NA,NA
2018,Avery High STEM Academy,401 Avery County High School R,Avery,Newland,28657,NA,Public,No,10,16,109,152,0.7171,NA,NA,NA,NA,NA,NA
2018,Avery High Viking Academy,401 Avery County High School R,Avery,Newland,28657,NA,Public,No,NA,NA,54,62,0.871,NA,NA,NA,NA,NA,NA
2018,Avery County Schools,775 Cranberry Street,Avery,Newland,28657,NA,Public,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Grandfather Academy,64 Grandfather Home Drive,Avery,Banner Elk,28604,NA,Charter,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Williams Academy,129 Allen Circle,Avery,Crossnore,28616,Charter Schools,Charter,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"Eastern Elementary, Washington",947 Hudnell Street,Beaufort,Washington,27889,Beaufort County Schools,Public,Yes,NA,NA,NA,NA,NA,109521,144478.5,220394,219593,192568.5,156922.5
2018,Bath Elementary,110 S King Street,Beaufort,Bath,27808,Beaufort County Schools,Public,Yes,NA,NA,193,195,0.9897,109521,144478.5,220394,219593,192568.5,156922.5
2018,B C Ed Tech Center,820 North Bridge St,Beaufort,Washington,27899,Beaufort County Schools,Public,No,6,NA,13,89,0.1461,109521,144478.5,220394,219593,192568.5,156922.5
2018,Beaufort Co Early College High,5337 Hwy 264 East,Beaufort,Washington,27889,Beaufort County Schools,Public,No,1,NA,69,239,0.2887,109521,144478.5,220394,219593,192568.5,156922.5
2018,Chocowinity Middle,3831 US HWY 17 S,Beaufort,Chocowinity,27817,Beaufort County Schools,Public,Yes,NA,NA,250,297,0.8418000000000001,109521,144478.5,220394,219593,192568.5,156922.5
2018,Chocowinity Primary,606 Gray Road,Beaufort,Chocowinity,27817,Beaufort County Schools,Public,Yes,NA,NA,NA,NA,NA,109521,144478.5,220394,219593,192568.5,156922.5
2018,John C Tayloe Elementary,910 Tarboro Street,Beaufort,Washington,27889,Beaufort County Schools,Public,Yes,NA,NA,NA,NA,NA,109521,144478.5,220394,219593,192568.5,156922.5
2018,John Small Elementary,4103 North Market Street Ext,Beaufort,Washington,27889,Beaufort County Schools,Public,Yes,NA,NA,NA,NA,NA,109521,144478.5,220394,219593,192568.5,156922.5
2018,"Northeast Elementary, Pinetown",21000 US Hwy 264 East,Beaufort,Pinetown,27865,Beaufort County Schools,Public,Yes,NA,NA,150,154,0.9740000000000001,109521,144478.5,220394,219593,192568.5,156922.5
2018,"Northside High, Pinetown",7868 Free Union Church Road,Beaufort,Pinetown,27865,Beaufort County Schools,Public,No,71,214,325,422,0.7701,109521,144478.5,220394,219593,192568.5,156922.5
2018,P S Jones Middle,4105 N Market Street Ext,Beaufort,Washington,27889,Beaufort County Schools,Public,No,NA,NA,656,754,0.87,109521,144478.5,220394,219593,192568.5,156922.5
2018,Southside High,5700 Hwy 33 East,Beaufort,Chocowinity,27817,Beaufort County Schools,Public,No,62,314,367,433,0.8476,109521,144478.5,220394,219593,192568.5,156922.5
2018,S W Snowden Elementary,693 North 7th Street,Beaufort,Aurora,27806,Beaufort County Schools,Public,Yes,NA,NA,NA,NA,NA,109521,144478.5,220394,219593,192568.5,156922.5
2018,Washington High,400 Slatestone Road,Beaufort,Washington,27889,Beaufort County Schools,Public,No,77,296,700,984,0.7114,109521,144478.5,220394,219593,192568.5,156922.5
2018,Beaufort County Schools,321 Smaw Road,Beaufort,Washington,27889,NA,Public,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Washington Montessori,2330 Old Bath Hwy,Beaufort,Washington,27889,Charter Schools,Charter,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Bertie Early College High,819 Governors Road,Bertie,Windsor,27983,Bertie County Schools,Public,Yes,14,35,114,181,0.6297999999999999,153453,137894.5,177759.5,242786.5,191933.5,88387
2018,Bertie High,716 US Hwy 13 North,Bertie,Windsor,27983,Bertie County Schools,Public,Yes,67,62,516,582,0.8865999999999999,153453,137894.5,177759.5,242786.5,191933.5,88387
2018,Bertie Middle,652 US Hwy 13 North,Bertie,Windsor,27983,Bertie County Schools,Public,Yes,NA,NA,278,486,0.5720000000000001,153453,137894.5,177759.5,242786.5,191933.5,88387
2018,Aulander Elementary,2515 NC Highway 305 North,Bertie,Aulander,27805,Bertie County Schools,Public,Yes,NA,NA,NA,NA,NA,153453,137894.5,177759.5,242786.5,191933.5,88387
2018,West Bertie Elementary,3734 Governors Road,Bertie,Kelford,27847,Bertie County Schools,Public,Yes,NA,NA,NA,NA,NA,153453,137894.5,177759.5,242786.5,191933.5,88387
2018,Colerain Elementary,202 N Academy Street,Bertie,Colerain,27924,Bertie County Schools,Public,Yes,NA,NA,NA,NA,NA,153453,137894.5,177759.5,242786.5,191933.5,88387
2018,Windsor Elementary,104 Cooper Hill Road,Bertie,Windsor,27983,Bertie County Schools,Public,Yes,NA,NA,NA,NA,NA,153453,137894.5,177759.5,242786.5,191933.5,88387
2018,Bertie County Schools,715 US Highway 13 North,Bertie,Windsor,27983,NA,Public,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Heritage Collegiate Leadership Academy,503 East Main Street,Bertie,Powellsville,27967,NA,Charter,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,B T Washington Primary,66 Booker T Washington Road,Bladen,Clarkton,28433,NA,Public,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Bladenboro Middle,910 South Main Street,Bladen,Bladenboro,28320,Bladen County Schools,Public,Yes,NA,NA,199,216,0.9213,69243.5,70699.5,105777.5,259186,325040,174457.5
2018,Bladenboro Primary,312 Old Whiteville Road,Bladen,Bladenboro,28320,Bladen County Schools,Public,Yes,NA,NA,NA,NA,NA,69243.5,70699.5,105777.5,259186,325040,174457.5
2018,Bladen Lakes Primary,9554 Johnsontown Road,Bladen,Elizabethtown,28337,Bladen County Schools,Public,Yes,NA,NA,NA,NA,NA,69243.5,70699.5,105777.5,259186,325040,174457.5
2018,Clarkton School of Discovery,10000 North College Street,Bladen,Clarkton,28433,Bladen County Schools,Public,Yes,NA,NA,206,209,0.9856,69243.5,70699.5,105777.5,259186,325040,174457.5
2018,Dublin Primary,7048 Albert Street,Bladen,Dublin,28332,Bladen County Schools,Public,Yes,NA,NA,NA,NA,NA,69243.5,70699.5,105777.5,259186,325040,174457.5
2018,East Arcadia Elementary,21451 NC Hwy 87 East,Bladen,Riegelwood,28456,Bladen County Schools,Public,Yes,NA,NA,36,43,0.8371999999999999,69243.5,70699.5,105777.5,259186,325040,174457.5
2018,East Bladen High,5600 NC Hwy 87 East,Bladen,Elizabethtown,28337,Bladen County Schools,Public,No,160,441,534,664,0.8042,69243.5,70699.5,105777.5,259186,325040,174457.5
2018,Elizabethtown Middle,1496 Hwy 701 South,Bladen,Elizabethtown,28337,Bladen County Schools,Public,Yes,NA,NA,264,290,0.9103,69243.5,70699.5,105777.5,259186,325040,174457.5
2018,Elizabethtown Primary,301 Mercer Road,Bladen,Elizabethtown,28337,Bladen County Schools,Public,Yes,NA,NA,NA,NA,NA,69243.5,70699.5,105777.5,259186,325040,174457.5
2018,Plain View Primary,1963 Chicken Foot Road,Bladen,Tar Heel,28392,Bladen County Schools,Public,Yes,NA,NA,NA,NA,NA,69243.5,70699.5,105777.5,259186,325040,174457.5
2018,Tar Heel Middle,14888 Hwy 87 West,Bladen,Tar Heel,28392,Bladen County Schools,Public,Yes,NA,NA,239,243,0.9834999999999999,69243.5,70699.5,105777.5,259186,325040,174457.5
2018,West Bladen High,1600 NC Hwy 410,Bladen,Bladenboro,28320,Bladen County Schools,Public,No,234,537,635,719,0.8832,69243.5,70699.5,105777.5,259186,325040,174457.5
2018,Bladen County Schools,1489 US Hwy 701 South,Bladen,Elizabethtown,28337,NA,Public,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Paul R Brown Leadership Academy,1300 Martin L King Jr Dr,Bladen,Elizabethtown,28337,Charter Schools,Charter,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Emereau Bladen,995 Airport Rd,Bladen,Elizabethtown,28337,Charter Schools,Charter,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Belville Elementary,575 River Road,Brunswick,Leland,28451,Brunswick County Schools,Public,Yes,NA,NA,NA,NA,NA,443169.5,512358.5,502597,550183.5,702243,643881
2018,Bolivia Elementary,4036 Business Hwy 17-E,Brunswick,Bolivia,28422,Brunswick County Schools,Public,Yes,NA,NA,NA,NA,NA,443169.5,512358.5,502597,550183.5,702243,643881
2018,Brunswick County Early College,50 College Road NE,Brunswick,Bolivia,28422,Brunswick County Schools,Public,No,1,NA,41,355,0.1155,443169.5,512358.5,502597,550183.5,702243,643881
2018,Brunswick County Academy,1109 Old Ocean Highway,Brunswick,Bolivia,28422,Brunswick County Schools,Public,No,11,21,112,149,0.7517,443169.5,512358.5,502597,550183.5,702243,643881
2018,Cedar Grove Middle,750 Grove Trail SW,Brunswick,Supply,28462,Brunswick County Schools,Public,Yes,NA,NA,430,493,0.8722,443169.5,512358.5,502597,550183.5,702243,643881
2018,Jessie Mae Monroe Elementary,250 Pea Landing Road NW,Brunswick,Ash,28420,Brunswick County Schools,Public,Yes,NA,NA,NA,NA,NA,443169.5,512358.5,502597,550183.5,702243,643881
2018,Leland Middle,927 Old Fayetteville Road NE,Brunswick,Leland,28451,Brunswick County Schools,Public,Yes,NA,NA,559,878,0.6367,443169.5,512358.5,502597,550183.5,702243,643881
2018,"Lincoln Elementary, Leland",1664 Lincoln Road,Brunswick,Leland,28451,Brunswick County Schools,Public,Yes,NA,NA,NA,NA,NA,443169.5,512358.5,502597,550183.5,702243,643881
2018,North Brunswick High,114 Scorpion Drive,Brunswick,Leland,28451,Brunswick County Schools,Public,No,89,346,769,1103,0.6972,443169.5,512358.5,502597,550183.5,702243,643881
2018,Shallotte Middle,225 Village Road,Brunswick,Shallotte,28459,Brunswick County Schools,Public,Yes,NA,NA,361,655,0.5511,443169.5,512358.5,502597,550183.5,702243,643881
2018,South Brunswick High,280 Cougar Drive BSL,Brunswick,Southport,28461,Brunswick County Schools,Public,No,188,432,761,1145,0.6646,443169.5,512358.5,502597,550183.5,702243,643881
2018,South Brunswick Middle,100 Cougar Drive BSL,Brunswick,Southport,28461,Brunswick County Schools,Public,Yes,NA,NA,522,714,0.7311,443169.5,512358.5,502597,550183.5,702243,643881
2018,Southport Elementary,701 West 9th Street,Brunswick,Southport,28461,Brunswick County Schools,Public,Yes,NA,NA,NA,NA,NA,443169.5,512358.5,502597,550183.5,702243,643881
2018,Supply Elementary,51 Benton Road SE,Brunswick,Supply,28462,Brunswick County Schools,Public,Yes,NA,NA,NA,NA,NA,443169.5,512358.5,502597,550183.5,702243,643881
2018,Town Creek Elementary,6330 Lake Park Dr SE,Brunswick,Winnabow,28479,Brunswick County Schools,Public,Yes,NA,NA,NA,NA,NA,443169.5,512358.5,502597,550183.5,702243,643881
2018,"Union Elementary, Shallotte",180 Union School Road NW,Brunswick,Shallotte,28470,Brunswick County Schools,Public,Yes,NA,NA,NA,NA,NA,443169.5,512358.5,502597,550183.5,702243,643881
2018,Virginia Williamson Elem,1020 Zion Hill Road,Brunswick,Bolivia,28422,Brunswick County Schools,Public,Yes,NA,NA,NA,NA,NA,443169.5,512358.5,502597,550183.5,702243,643881
