year,school_name,street_addr,county,city,zip,district_name,designation,title_i,num_creds_earned,num_cte_enroll,num_stu_enroll,pct_stu_enroll,funding_2018,funding_2019,funding_2020,funding_2021,funding_2022,funding_2023
2021,Alexander Early College,345 Industrial Blvd,Alexander,Taylorsville,28681,Alexander County Schools,Public,No,0,99,226,0.43810000000000004,149180,121203.5,107497.5,166789,215095.5,147755.5
2021,Bethlehem Elementary,7900 NC Hwy 127,Alexander,Taylorsville,28681,Alexander County Schools,Public,No,0,0,0,0,149180,121203.5,107497.5,166789,215095.5,147755.5
2021,East Alexander Middle,1285 White Plains Road,Alexander,Hiddenite,28636,Alexander County Schools,Public,No,0,560,605,0.9256,149180,121203.5,107497.5,166789,215095.5,147755.5
2021,Ellendale Elementary,175 Ellendale Park Lane,Alexander,Taylorsville,28681,Alexander County Schools,Public,Yes,0,0,0,0,149180,121203.5,107497.5,166789,215095.5,147755.5
2021,Hiddenite Elementary,374 Sulphur Springs Road,Alexander,Hiddenite,28636,Alexander County Schools,Public,Yes,0,0,0,0,149180,121203.5,107497.5,166789,215095.5,147755.5
2021,Stony Point Elementary,311 Stony Point School Road,Alexander,Stony Point,28678,Alexander County Schools,Public,Yes,0,0,0,0,149180,121203.5,107497.5,166789,215095.5,147755.5
2021,Sugar Loaf Elementary,3600 NC Hwy 16N,Alexander,Taylorsville,28681,Alexander County Schools,Public,Yes,0,0,0,0,149180,121203.5,107497.5,166789,215095.5,147755.5
2021,Taylorsville Elementary,100 7th Street SW,Alexander,Taylorsville,28681,Alexander County Schools,Public,Yes,0,0,0,0,149180,121203.5,107497.5,166789,215095.5,147755.5
2021,West Alexander Middle,85 Bulldog Lane,Alexander,Taylorsville,28681,Alexander County Schools,Public,No,0,471,512,0.9198999999999999,149180,121203.5,107497.5,166789,215095.5,147755.5
2021,Wittenburg Elementary,7300 Church Road,Alexander,Taylorsville,28681,Alexander County Schools,Public,Yes,0,0,0,0,149180,121203.5,107497.5,166789,215095.5,147755.5
2021,Alexander County Schools,700 Liledoun Road,Alexander,Taylorsville,28681,Alexander County Schools,Public,No,1135,2114,2888,0.732,0,0,0,0,0,0
2021,Alleghany High,404 Trojan Avenue,Alleghany,Sparta,28675,Alleghany County Schools,Public,No,1084,360,402,0.8955,35730,28089.5,40179.5,50513,55621,46568.5
2021,Glade Creek Elementary,32 Glade Creek Sch Road,Alleghany,Ennice,28623,Alleghany County Schools,Public,Yes,0,89,108,0.8240999999999999,35730,28089.5,40179.5,50513,55621,46568.5
